species_id,name,taxa,scientificname,species_url,commonname,redlist,family,family_common,taxonomic_level,sequenceid,genus,created_at
34261f88-d468-4a0b-8c90-df1c9e0a195c,Phylloderma,mammals,,,,,,NULL,genus,NULL,Phylloderma,2024-01-24 17:18:54.447684+00
af6de627-46c5-4095-a112-4e72a7ee0c70,Potos,mammals,,NULL,,NULL,,,genus,NULL,Potos,2024-01-31 16:46:00.692574+00
da7a3d68-2f67-4d5f-b205-c91588728c32,Dasypus,mammals,,NULL,,NULL,,,genus,NULL,Dasypus,2024-01-31 16:46:00.692574+00
fca7f963-1977-4cd3-a6b9-1e11d4a3d2a4,Diclidurus ingens,mammals,Diclidurus ingens,NULL,Greater Ghost Bat,NULL,,,species,NULL,Diclidurus,2024-01-31 16:46:00.692574+00
ef8d5a6d-c9be-4689-94a5-5f6ccbdc5a43,Gardnerycteris,mammals,,,,,,NULL,genus,NULL,Gardnerycteris,2024-01-24 17:18:54.447684+00
7480f408-8c7c-41ae-99c5-ec0647f8fefc,Peropteryx,mammals,,,,,,NULL,genus,NULL,Peropteryx,2024-01-24 17:18:54.447684+00
18217e76-2f72-491d-98a1-63545df2fb48,Isothrix negrensis,mammals,Isothrix negrensis,NULL,Rio Negro Brush Tailed Rat A K A The Mexican Lawnmower Rat,NULL,,,species,NULL,Isothrix,2024-01-31 16:46:00.692574+00
2120e1e4-efea-4773-a39e-f91e0635b25b,Speothos,mammals,,,,,,NULL,genus,NULL,Speothos,2024-01-24 17:18:54.447684+00
98f5037b-3ca4-4279-b2ad-7ea6b4997007,Glossophaga,mammals,,,,,,NULL,genus,NULL,Glossophaga,2024-01-24 17:18:54.447684+00
252d89fc-88e3-4872-b0ac-44d33d6b3ee8,Alouatta,mammals,,,,,,NULL,genus,NULL,Alouatta,2024-01-24 17:18:54.447684+00
69f546bc-f2c1-40e8-b46f-8556bd2168c9,Chrotopterus auritus,mammals,Chrotopterus auritus,NULL,NULL,NULL,,NULL,species,NULL,Chrotopterus,2024-01-24 17:18:54.447684+00
c9bd6f7c-a1ff-4b68-8bae-2eb11f44c40c,Lasiurus,mammals,,,,,Vespertilionidae,NULL,genus,560,Lasiurus,2024-01-24 17:18:54.447684+00
c15deb77-e52d-4168-965a-a339035eeff4,Saccopteryx bilineata,mammals,Saccopteryx bilineata,NULL,NULL,NULL,,NULL,species,NULL,Saccopteryx,2024-01-24 17:18:54.447684+00
8eab67ae-dddf-4c53-a158-b8dfbbec95d2,Chiropotes satanas,mammals,Chiropotes satanas,NULL,NULL,NULL,,NULL,species,NULL,Chiropotes,2024-01-24 17:18:54.447684+00
96d72f43-c6e1-47f0-9239-3d6c269e3336,Marmosa lepida,mammals,Marmosa lepida,NULL,Little Rufous Mouse Opossum,NULL,,,species,NULL,Marmosa,2024-01-31 16:46:00.692574+00
2a6c1728-1203-48fc-abfe-5b55ca308aa4,Nectomys,mammals,,,,,,NULL,genus,NULL,Nectomys,2024-01-24 17:18:54.447684+00
d7f225fb-edf9-40bc-9284-a82ad9701457,Molossops mattogrossensis,mammals,Molossops mattogrossensis,NULL,Mato Grosso Dog-Faced Bat,NULL,,,species,NULL,Molossops,2024-01-31 16:46:00.692574+00
9dde2034-de90-4b13-95ba-1ad6a9313cee,Coendou prehensilis,mammals,Coendou prehensilis,NULL,Brazilian Porcupine,NULL,,,species,NULL,Coendou,2024-01-31 16:46:00.692574+00
541e5eac-2252-4b19-b2fb-91a14714d4e3,Gracilinanus,mammals,,NULL,,NULL,,,genus,NULL,Gracilinanus,2024-01-31 16:46:00.692574+00
87714bfd-7ffa-48bc-85b6-fee98f769dd3,Sapajus,mammals,,,,,,NULL,genus,NULL,Sapajus,2024-01-24 17:18:54.447684+00
53e29740-5594-4c24-af51-2a50747a7403,Vampyriscus brocki,mammals,Vampyriscus brocki,NULL,NULL,NULL,,NULL,species,NULL,Vampyriscus,2024-01-24 17:18:54.447684+00
1a354a67-1581-4439-a147-0c54894682fa,Panthera onca,mammals,Panthera onca,NULL,Jaguar,NULL,,,species,NULL,Panthera,2024-01-31 16:46:00.692574+00
85a9c2eb-f25e-498d-8f0a-a3c00831920a,Dicotyles,mammals,,NULL,,NULL,,,genus,NULL,Dicotyles,2024-01-31 16:46:00.692574+00
bc7b4bb3-a658-4d73-aa02-6ae0979f19f8,Leopardus wiedii,mammals,Leopardus wiedii,NULL,Tree Ocelot,NULL,,,species,NULL,Leopardus,2024-01-31 16:46:00.692574+00
2940cb57-77a7-459e-8640-30543d3964a9,Leopardus pardalis,mammals,Leopardus pardalis,NULL,Ocelot,NULL,,,species,NULL,Leopardus,2024-01-31 16:46:00.692574+00
dfbf0c23-56e7-47b2-8ed3-2319c1ccadba,Eumops perotis,mammals,Eumops perotis,NULL,Western Bonneted Bat,NULL,,,species,NULL,Eumops,2024-01-31 16:46:00.692574+00
5f7bbbee-9ac5-47fa-a89c-50617045eb22,Glyphonycteris sylvestris,mammals,Glyphonycteris sylvestris,NULL,Tricolored Bat,NULL,,,species,NULL,Glyphonycteris,2024-01-31 16:46:00.692574+00
1cbdc445-7187-4eca-9c29-1eefc640364b,Tamandua,mammals,,NULL,,NULL,,,genus,NULL,Tamandua,2024-01-31 16:46:00.692574+00
c53454e9-acb3-46ec-9b80-9f423d31254f,Oecomys rutilus,mammals,Oecomys rutilus,NULL,NULL,NULL,,NULL,species,NULL,Oecomys,2024-01-24 17:18:54.447684+00
a05f8ab7-6274-471b-a70f-375271c3c225,Artibeus planirostris,mammals,Artibeus planirostris,NULL,NULL,NULL,,NULL,species,NULL,Artibeus,2024-01-24 17:18:54.447684+00
9a246755-1180-4bbd-a4f0-3d229a6ec781,Molossus coibensis,mammals,Molossus coibensis,NULL,Coiban Mastiff Bat,NULL,,,species,NULL,Molossus,2024-01-31 16:46:00.692574+00
d7c60166-4e02-463a-9565-8e255d545d3b,Lichonycteris obscura,mammals,Lichonycteris obscura,NULL,Dark Long Tongued Bat,NULL,,,species,NULL,Lichonycteris,2024-01-31 16:46:00.692574+00
79b8f06c-8af3-4a73-a407-3f23e5e1b868,Metachirus nudicaudatus,mammals,Metachirus nudicaudatus,NULL,Brown Four-Eyed Opossum,NULL,,,species,NULL,Metachirus,2024-01-31 16:46:00.692574+00
b3398405-9032-415c-b340-8e8adcb3fa15,Dactylomys dactylinus,mammals,Dactylomys dactylinus,NULL,Amazon Bamboo Rat,NULL,,,species,NULL,Dactylomys,2024-01-31 16:46:00.692574+00
114a09bc-30a7-45b1-a653-e76a3d9ff297,Furipterus,mammals,,,,,,NULL,genus,NULL,Furipterus,2024-01-24 17:18:54.447684+00
4e83a8f9-0004-43b0-bcca-522dd167f396,Oecomys concolor,mammals,Oecomys concolor,NULL,Unicolored Arboreal Rice Rat,NULL,,,species,NULL,Oecomys,2024-01-31 16:46:00.692574+00
c586d4d0-f19d-4ee2-aab4-8fac6fa5d332,Noctilio,mammals,,,,,,NULL,genus,NULL,Noctilio,2024-01-24 17:18:54.447684+00
f2cd56d8-8746-4c57-a832-16b7a62a9601,Marmosa demerarae,mammals,Marmosa demerarae,NULL,,NULL,,,species,NULL,Marmosa,2024-01-31 16:46:00.692574+00
3738a7f3-9027-4608-a71b-80e70a327376,Eptesicus brasiliensis,mammals,Eptesicus brasiliensis,NULL,Brazilian Brown Bat,NULL,,,species,NULL,Eptesicus,2024-01-31 16:46:00.692574+00
55d04216-4c2e-4e3e-99d6-4d9654c77294,Marmosops parvidens,mammals,Marmosops parvidens,NULL,Delicate Slender Opossum,NULL,,,species,NULL,Marmosops,2024-01-31 16:46:00.692574+00
084a07b0-4c31-49f2-b510-8729a229520f,Phyllostomus elongatus,mammals,Phyllostomus elongatus,NULL,NULL,NULL,,NULL,species,NULL,Phyllostomus,2024-01-24 17:18:54.447684+00
8063e48a-45c0-4483-bc45-5621565abe68,Rhinophylla pumilio,mammals,Rhinophylla pumilio,NULL,NULL,NULL,,NULL,species,NULL,Rhinophylla,2024-01-24 17:18:54.447684+00
b907d9d7-b376-4d0b-b5c7-e04ec3cc8f95,Peropteryx kappleri,mammals,Peropteryx kappleri,NULL,NULL,NULL,,NULL,species,NULL,Peropteryx,2024-01-24 17:18:54.447684+00
8b20b33b-ba1a-436b-bea0-580d52ee308b,Odocoileus virginianus,mammals,Odocoileus virginianus,https://lh3.googleusercontent.com/j3GPO3WFPnAb5CJhRxmb5gCHmO9wv0oi8ToRaTMj4HOJXVk0DMW2XOLVPC09-e1M3Hv0LMiM7n-GW0N_FZxPD40,White-Tailed Deer,LC,Cervidae,NULL,species,690,Odocoileus,2024-01-24 17:18:54.447684+00
aeeecd0e-7c10-4f73-9bf4-6dd1e686c02c,Thyroptera,mammals,,,,,,NULL,genus,NULL,Thyroptera,2024-01-24 17:18:54.447684+00
69cb4e94-e1a6-4a87-aaed-40d72e3b9af8,Dactylomys,mammals,,NULL,,NULL,,,genus,NULL,Dactylomys,2024-01-31 16:46:00.692574+00
13a4bccb-c836-4540-8491-1b6fb6c6adb3,Dasyprocta fuliginosa,mammals,Dasyprocta fuliginosa,NULL,Black Agouti,NULL,,,species,NULL,Dasyprocta,2024-01-31 16:46:00.692574+00
2f08ead3-456d-4de5-ae74-ee7121eb8b6c,Cormura,mammals,,,,,,NULL,genus,NULL,Cormura,2024-01-24 17:18:54.447684+00
1e933277-e124-4571-a596-3211be7682cb,Cuniculus paca,mammals,Cuniculus paca,NULL,Spotted Paca,NULL,,,species,NULL,Cuniculus,2024-01-31 16:46:00.692574+00
f6818420-23d4-4cbc-b4b7-1e2bd6ac43b2,Leopardus,mammals,,NULL,,NULL,,,genus,NULL,Leopardus,2024-01-31 16:46:00.692574+00
5e9d4c4d-3352-4e0e-af40-8c6ca49fc524,Pteronura,mammals,,NULL,,NULL,,,genus,NULL,Pteronura,2024-01-31 16:46:00.692574+00
9de9c8c5-1bbc-4bde-961d-e9ef2de555ec,Inia,mammals,,,,,,NULL,genus,NULL,Inia,2024-01-24 17:18:54.447684+00
79118e8c-894e-4a65-b6c6-7ea4994dcbc7,Cebus unicolor,mammals,Cebus unicolor,NULL,NULL,NULL,,NULL,species,NULL,Cebus,2024-01-24 17:18:54.447684+00
e97103c0-e117-416b-a466-3b168c6dd449,Oecomys auyantepui,mammals,Oecomys auyantepui,NULL,Guianan Oecomys,NULL,,,species,NULL,Oecomys,2024-01-31 16:46:00.692574+00
3751c07f-3abf-4878-8011-98b2eee94b3e,Sciurus gilvigularis,mammals,Sciurus gilvigularis,NULL,Yellow-Throated Squirrel,NULL,,,species,NULL,Sciurus,2024-01-31 16:46:00.692574+00
3095cf55-57af-4da4-b8aa-b7f03cdfdcec,Sphaeronycteris,mammals,,NULL,,NULL,,,genus,NULL,Sphaeronycteris,2024-01-31 16:46:00.692574+00
cfb1379a-f01e-4f97-89c9-5d40cb80e76d,Sciuridae,mammals,,,,,Sciuridae,Squirrels,family,275,,2024-01-24 17:18:54.447684+00
b7838d72-eee8-49b2-97fa-05e1e0bea01a,Neacomys paracou,mammals,Neacomys paracou,NULL,NULL,NULL,,NULL,species,NULL,Neacomys,2024-01-24 17:18:54.447684+00
8fcf7e92-c1e3-4e8a-aca4-d324efed351e,Pteronotus,mammals,,,,,,NULL,genus,NULL,Pteronotus,2024-01-24 17:18:54.447684+00
5033c857-d921-4fae-ac4f-0dd6aadde198,Peropteryx trinitatis,mammals,Peropteryx trinitatis,NULL,Trinidad Dog-Like Bat,NULL,,,species,NULL,Peropteryx,2024-01-31 16:46:00.692574+00
537b9e0a-d7dc-4ff9-b98c-b907259fd376,Centronycteris,mammals,,NULL,,NULL,,,genus,NULL,Centronycteris,2024-01-31 16:46:00.692574+00
