species_id,name,taxa,scientificname,species_url,commonname,redlist,family,family_common,taxonomic_level,sequenceid,genus,created_at
f5acaeb1-3581-499a-8163-b804fbdda97f,Polioptila guianensis,birds,Polioptila guianensis,NULL,Guianan Gnatcatcher,NULL,Polioptilidae,Gnatcatchers,species,NULL,Polioptila,2024-01-31 16:46:00.000045+00
726a76fa-7280-4bc9-9d86-9adedeb7e763,Pygochelidon,birds,,NULL,,NULL,Hirundinidae,Martins,genus,NULL,Pygochelidon,2024-01-31 16:46:00.000045+00
d4eb82c3-ef7f-448b-9c30-8f3f5d2fc2f6,Myiopagis caniceps,birds,Myiopagis caniceps,NULL,Grey Elaenia,NULL,Tyrannidae,Tyrant Flycatchers,species,NULL,Myiopagis,2024-01-31 16:46:00.000045+00
06ad367c-3ff5-4b1e-b46b-2f259a1ac11d,Campylopterus largipennis,birds,Campylopterus largipennis,NULL,Grey-Breasted Sabrewing,NULL,Trochilidae,Hummingbirds,species,NULL,Campylopterus,2024-01-31 16:46:00.000045+00
11455bce-13dc-434a-939c-2a93999386f1,Crax,birds,,NULL,,NULL,Cracidae,Chachalacas,genus,NULL,Crax,2024-01-31 16:46:00.000045+00
36b30bec-f896-4175-8d5f-81f17301b729,Psarocolius decumanus,birds,Psarocolius decumanus,NULL,Crested Oropendola,NULL,Icteridae,American Blackbirds,species,NULL,Psarocolius,2024-01-31 16:46:00.692574+00
5c099326-0324-4195-8a2d-4217dfa00a36,Pipra pipra,birds,Pipra pipra,NULL,White-Crowned Manakin,NULL,,,species,NULL,Pipra,2024-01-31 16:46:00.692574+00
28d8660e-c134-4dff-a942-30bd6c2f676c,Anurolimnas,birds,,NULL,,NULL,Rallidae,Rails,genus,NULL,Anurolimnas,2024-01-31 16:46:00.000045+00
9b59c07f-bc51-48e2-ac40-696fd63862a1,Calidris minutilla,birds,Calidris minutilla,https://lh3.googleusercontent.com/OOypQhHzBs4QFs4HO71Tp6uinRHlFPGOBVekW26NHD77QwALTizFgU_zGKTogxWEHJGx3E60BqO-HEf2BfhoLglm,Least Sandpiper,LC,Scolopacidae,Sandpipers,species,290,Calidris,2024-01-24 17:18:54.447684+00
e26946ae-83c0-4c29-916b-528e69ce281b,Oryzoborus,birds,,NULL,,NULL,,,genus,NULL,Oryzoborus,2024-01-31 16:46:00.692574+00
1c1ba698-3758-41f0-b926-59e2b6a23778,Micrastur ruficollis,birds,Micrastur ruficollis,NULL,Barred Forest-Falcon,NULL,Falconidae,Falcons,species,NULL,Micrastur,2024-01-31 16:46:00.000045+00
21b682cb-247b-496e-9cd1-0f2062281a61,Psittacara leucophthalmus,birds,Psittacara leucophthalmus,NULL,,NULL,Psittacidae,Parrots,species,NULL,Psittacara,2024-01-31 16:46:00.000045+00
0b394586-25d1-4385-be1e-c28737bf2ea9,Cyphorhinus arada,birds,Cyphorhinus arada,NULL,Musician Wren,NULL,Troglodytidae,Wrens,species,NULL,Cyphorhinus,2024-01-31 16:46:00.000045+00
6d0bd5bc-86ba-462f-b0f3-157eddb985ee,Automolus infuscatus,birds,Automolus infuscatus,NULL,Olive-Backed Foliage-Gleaner,NULL,Furnariidae,Ovenbirds And Allies,species,NULL,Automolus,2024-01-31 16:46:00.000045+00
21e628bf-18f9-46f8-bbd1-3ba209346c98,Eurypyga helias,birds,Eurypyga helias,NULL,Sunbittern,NULL,Eurypygidae,Sunbittern,species,NULL,Eurypyga,2024-01-31 16:46:00.000045+00
8b8c4bde-f809-4dfb-8754-b88525f464f1,Microxenops,birds,,NULL,,NULL,Furnariidae,Ovenbirds And Allies,genus,NULL,Microxenops,2024-01-31 16:46:00.000045+00
544f7936-22da-40fa-a987-f629ff43a152,Piaya cayana,birds,Piaya cayana,NULL,Squirrel Cuckoo,NULL,Cuculidae,Cuckoos,species,NULL,Piaya,2024-01-31 16:46:00.000045+00
bea5958a-d30b-49bd-acb9-c4ed34147719,Dolichonyx,birds,,,,,Icteridae,American Blackbirds,genus,1165,Dolichonyx,2024-01-24 17:18:54.447684+00
1a01365d-435a-440c-a49a-4c91ad28cf86,Celeus elegans,birds,Celeus elegans,NULL,Chestnut Woodpecker,NULL,Picidae,Woodpeckers,species,NULL,Celeus,2024-01-31 16:46:00.000045+00
403bcc24-0e24-4c0d-9353-1af8817daaec,Grallaria,birds,,NULL,,NULL,Grallariidae,,genus,NULL,Grallaria,2024-01-31 16:46:00.000045+00
8db9c544-4e1a-4364-b678-2b3e15b80ee4,Lepidocolaptes,birds,,NULL,,NULL,Furnariidae,Ovenbirds And Allies,genus,NULL,Lepidocolaptes,2024-01-31 16:46:00.000045+00
